seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	2328400	2328578	179	*	X1456	51690	2321520	2328614	7095	-	0	inside	35	LSM7
chr19	2783596	2783645	50	*	X1460	6449	2754712	2783354	28643	-	241	upstream	241	SGTA
chr19	2783596	2783645	50	*	X1460	7064	2785506	2813599	28094	+	1860	upstream	1860	THOP1
chr19	3985110	3985168	59	*	X1463	1938	3976054	3985461	9408	-	0	inside	292	EEF2
chr19	5624269	5624405	137	*	X1469	9667	5587010	5622938	35929	-	1330	upstream	1330	SAFB2
chr19	8386440	8386502	63	*	X1476	4701	8376184	8386280	10097	-	159	upstream	159	NDUFA7
chr19	8386440	8386502	63	*	X1476	6234	8386384	8387280	897	+	0	inside	55	RPS28
chr19	8509800	8509935	136	*	X1477	4670	8509803	8554002	44200	+	0	overlapStart	0	HNRNPM
chr19	9731983	9732131	149	*	X1479	284385	9732158	9745538	13381	+	26	upstream	26	ZNF561-AS1
chr19	9731983	9732131	149	*	X1479	93134	9718002	9731916	13915	-	66	upstream	66	ZNF561
chr19	9879489	9879588	100	*	X1481	162993	9862669	9879410	16742	-	78	upstream	78	ZNF846
chr19	10765679	10765691	13	*	X1483	147727	10762538	10764548	2011	-	1130	upstream	1130	ILF3-DT
chr19	10947160	10947427	268	*	X1484	11018	10943114	10946983	3870	-	176	upstream	176	TMED1
chr19	12721776	12721822	47	*	X1487	163049	12721732	12740676	18945	+	0	inside	43	ZNF791
chr19	12721776	12721822	47	*	X1487	57474	12686920	12721623	34704	-	152	upstream	152	ZNF490
chr19	12848326	12848343	18	*	X1489	439	12848306	12859137	10832	+	0	inside	19	GET3
chr19	12848376	12848387	12	*	X1490	439	12848306	12859137	10832	+	0	inside	69	GET3
chr19	12848414	12848424	11	*	X1491	439	12848306	12859137	10832	+	0	inside	107	GET3
chr19	13227407	13227458	52	*	X1493	112939	13229102	13251961	22860	+	1643	upstream	1643	NACC1
chr19	13227407	13227458	52	*	X1493	55621	13215714	13227563	11850	-	0	inside	104	TRMT1
chr19	13227500	13227574	75	*	X1494	112939	13229102	13251961	22860	+	1527	upstream	1527	NACC1
chr19	13227500	13227574	75	*	X1494	55621	13215714	13227563	11850	-	0	overlapStart	0	TRMT1
chr19	17970775	17970858	84	*	X1501	6142	17970687	17974133	3447	+	0	inside	87	RPL18A
chr19	36980179	36980236	58	*	X1515	728752	36980529	36981942	1414	+	292	upstream	292	ZNF566-AS1
chr19	36980179	36980236	58	*	X1515	84924	36936021	36980463	44443	-	0	inside	226	ZNF566
chr19	37157578	37157719	142	*	X1517	92283	37128283	37157739	29457	-	0	inside	19	ZNF461
chr19	37157841	37157951	111	*	X1518	92283	37128283	37157739	29457	-	101	upstream	101	ZNF461
chr19	39926439	39926701	263	*	X1522	6217	39923847	39926618	2772	-	0	overlapStart	0	RPS16
chr19	40324834	40325004	171	*	X1523	9149	40315990	40324841	8852	-	0	overlapStart	0	DYRK1B
chr19	46195161	46195212	52	*	X1525	54814	46195741	46207248	11508	+	528	upstream	528	QPCTL
chr19	46195161	46195212	52	*	X1525	6633	46190712	46195443	4732	-	0	inside	230	SNRPD2
chr19	47633832	47633851	20	*	X1527	10055	47634080	47713893	79814	+	228	upstream	228	SAE1
chr19	49375670	49375832	163	*	X1530	23645	49375649	49379319	3671	+	0	inside	20	PPP1R15A
chr19	49468864	49469393	530	*	X1532	2512	49468566	49470136	1571	+	0	inside	297	FTL
chr19	49990829	49991011	183	*	X1533	23521	49990811	49995564	4754	+	0	inside	17	RPL13A
chr19	50000646	50000751	106	*	X1534	84546	50000976	50001062	87	+	224	upstream	224	SNORD35B
chr19	50529234	50529399	166	*	X1535	25888	50529212	50552031	22820	+	0	inside	21	ZNF473
chr19	50529234	50529399	166	*	X1535	51231	50479724	50528805	49082	-	428	upstream	428	VRK3
chr19	51307591	51307659	69	*	X1536	692204	51305582	51305678	97	-	1912	upstream	1912	SNORD88C
chr19	51307698	51307962	265	*	X1537	84798	51300961	51307974	7014	-	0	inside	11	C19orf48
chr19	52408303	52408314	12	*	X1538	65251	52392488	52408305	15818	-	0	overlapStart	0	ZNF649
chr19	52408359	52408428	70	*	X1539	65251	52392488	52408305	15818	-	53	upstream	53	ZNF649
chr19	52430649	52430755	107	*	X1540	79898	52430688	52449011	18324	+	0	overlapStart	0	ZNF613
chr19	52490035	52490278	244	*	X1541	59348	52467593	52490079	22487	-	0	overlapStart	0	ZNF350
chr19	52490295	52490315	21	*	X1542	59348	52467593	52490079	22487	-	215	upstream	215	ZNF350
chr19	52511390	52511681	292	*	X1543	284370	52494587	52511483	16897	-	0	overlapStart	0	ZNF615
chr19	54619046	54619132	87	*	X1548	26121	54618790	54635150	16361	+	0	inside	255	PRPF31
chr19	54619046	54619132	87	*	X1548	29844	54610320	54619055	8736	-	0	overlapStart	0	TFPT
chr19	55897265	55897420	156	*	X1552	388564	55890612	55895627	5016	-	1637	upstream	1637	TMEM238
chr19	55897265	55897420	156	*	X1552	6158	55897300	55903451	6152	+	0	overlapStart	0	RPL28
chr19	55919072	55919290	219	*	X1553	27338	55912650	55919325	6676	-	0	inside	34	UBE2S
chr19	56989336	56989672	337	*	X1558	100128252	56989243	57006805	17563	+	0	inside	92	ZNF667-AS1
chr19	56989336	56989672	337	*	X1558	63934	56950693	56988770	38078	-	565	upstream	565	ZNF667
chr19	57018788	57018819	32	*	X1559	57573	57019212	57040269	21058	+	392	upstream	392	ZNF471
chr19	57018850	57018952	103	*	X1560	57573	57019212	57040269	21058	+	259	upstream	259	ZNF471
chr19	57049620	57049652	33	*	X1561	140612	57050317	57068170	17854	+	664	upstream	664	ZFP28
chr19	57079159	57079161	3	*	X1562	388566	57078890	57100278	21389	+	0	inside	268	ZNF470
chr19	57079176	57079210	35	*	X1563	388566	57078890	57100278	21389	+	0	inside	285	ZNF470
chr19	58459368	58459423	56	*	X1567	10172	58452201	58459077	6877	-	290	upstream	290	ZNF256
chr19	58898643	58898738	96	*	X1569	100616168	58898137	58898225	89	-	417	upstream	417	MIR4754
chr19	58898643	58898738	96	*	X1569	6193	58898636	58906171	7536	+	0	inside	6	RPS5
chr20	5730780	5731010	231	*	X1576	149840	5731043	5844559	113517	+	32	upstream	32	SHLD1
chr20	13976924	13976976	53	*	X1577	80343	13830044	13975979	145936	-	944	upstream	944	SEL1L2
chr20	30135072	30135145	74	*	X1584	100101490	30135185	30136019	835	+	39	upstream	39	MCTS2P
chr20	30135259	30135282	24	*	X1585	100101490	30135185	30136019	835	+	0	inside	73	MCTS2P
chr20	30193357	30193400	44	*	X1586	100422904	30194989	30195043	55	+	1588	upstream	1588	MIR3193
chr20	30193357	30193400	44	*	X1586	3397	30193086	30194317	1232	+	0	inside	270	ID1
chr20	32951068	32951225	158	*	X1589	83737	32951041	33099198	148158	+	0	inside	26	ITCH
chr20	34359546	34359557	12	*	X1590	51230	34359923	34538288	178366	+	365	upstream	365	PHF20
chr20	34359639	34359741	103	*	X1591	51230	34359923	34538288	178366	+	181	upstream	181	PHF20
chr20	36149532	36150014	483	*	X1594	4826	36149607	36152090	2484	+	0	overlapStart	0	NNAT
chr20	37063920	37064092	173	*	X1596	388796	37049239	37064018	14780	-	0	overlapStart	0	SNHG17
chr20	37063920	37064092	173	*	X1596	677840	37062505	37062642	138	-	1277	upstream	1277	SNORA71D
chr20	62325159	62325185	27	*	X1621	8771	62327131	62330051	2921	+	1945	upstream	1945	TNFRSF6B
chr20	62325216	62325228	13	*	X1622	8771	62327131	62330051	2921	+	1902	upstream	1902	TNFRSF6B
chr21	19191848	19191976	129	*	X1631	54149	19161284	19191703	30420	-	144	upstream	144	C21orf91
chr21	27107155	27107321	167	*	X1632	2551	27107258	27144771	37514	+	0	overlapStart	0	GABPA
chr21	30445765	30445972	208	*	X1634	10694	30428648	30446010	17363	-	0	inside	37	CCT8
chr21	33765305	33765395	91	*	X1640	84996	33765442	33766266	825	+	46	upstream	46	URB1-AS1
chr21	33765305	33765395	91	*	X1640	9875	33683330	33765312	81983	-	0	overlapStart	0	URB1
chr21	38739412	38739511	100	*	X1645	1859	38739859	38887679	147821	+	347	upstream	347	DYRK1A
chr21	39601218	39601557	340	*	X1647	3772	39601837	39673746	71910	+	279	upstream	279	KCNJ15
chr22	22901460	22901786	327	*	X1661	23532	22890123	22901696	11574	-	0	overlapStart	0	PRAME
chr22	22901460	22901786	327	*	X1661	648691	22901756	22909007	7252	+	0	overlapStart	0	LL22NC03-63E9.3
chr22	24951949	24952079	131	*	X1664	83606	24936406	24951903	15498	-	45	upstream	45	GUCD1
chr22	24952093	24952111	19	*	X1665	83606	24936406	24951903	15498	-	189	upstream	189	GUCD1
chr22	29664078	29664435	358	*	X1670	2130	29663998	29696515	32518	+	0	inside	79	EWSR1
chr22	29664078	29664435	358	*	X1670	25807	29655844	29663914	8071	-	163	upstream	163	RHBDD3
chr22	39077797	39078124	328	*	X1673	56993	39077954	39080766	2813	+	0	overlapStart	0	TOMM22
chr22	39715402	39715430	29	*	X1676	26807	39715057	39715118	62	-	283	upstream	283	SNORD43
chr22	39715442	39715652	211	*	X1677	26807	39715057	39715118	62	-	323	upstream	323	SNORD43
chr22	39916548	39916680	133	*	X1678	468	39916569	39918691	2123	+	0	overlapStart	0	ATF4
chr22	42017382	42017478	97	*	X1680	2547	42017295	42060052	42758	+	0	inside	86	XRCC6
chr22	42017382	42017478	97	*	X1680	27351	41994032	42017061	23030	-	320	upstream	320	DESI1
chr22	42017546	42017559	14	*	X1681	2547	42017295	42060052	42758	+	0	inside	250	XRCC6
chr22	42017546	42017559	14	*	X1681	27351	41994032	42017061	23030	-	484	upstream	484	DESI1
chr22	42017584	42017594	11	*	X1682	2547	42017295	42060052	42758	+	0	inside	288	XRCC6
chr22	42017584	42017594	11	*	X1682	27351	41994032	42017061	23030	-	522	upstream	522	DESI1
chr22	42485850	42486050	201	*	X1683	100132273	42486937	42532702	45766	+	886	upstream	886	NDUFA6-DT
chrX	12993244	12993416	173	*	X1697	7114	12993226	12995346	2121	+	0	inside	17	TMSB4X
chrX	18442811	18443105	295	*	X1698	6792	18443725	18671749	228025	+	619	upstream	619	CDKL5
chrX	19003239	19003255	17	*	X1699	5256	18910416	19002480	92065	-	758	upstream	758	PHKA2
chrX	64754648	64754811	164	*	X1711	81887	64732462	64754686	22225	-	0	overlapStart	0	LAS1L
chrX	70752661	70752898	238	*	X1712	8473	70752912	70795747	42836	+	13	upstream	13	OGT
chrX	128978207	128978317	111	*	X1720	51114	128937264	128978124	40861	-	82	upstream	82	ZDHHC9
chrX	153626475	153626488	14	*	X1725	6134	153626571	153632038	5468	+	82	upstream	82	RPL10
chrX	153626538	153626837	300	*	X1726	26778	153628622	153628756	135	+	1784	upstream	1784	SNORA70
chrX	153626538	153626837	300	*	X1726	6134	153626571	153632038	5468	+	0	overlapStart	0	RPL10
